Fighting -> Rock -> Flying (<- 0.5x | 2x ->)
Psychic -> Fighting/Water -> Ghost/Rock (<- 1x | 2x ->)
Psychic -> Fighting/Water -> Ghost/Fire (<- 1x | 2x ->)
Psychic -> Fighting/Grass -> Ghost/Ground (<- 1x | 2x ->)
Psychic -> Fighting/Grass -> Ghost/Rock (<- 1x | 2x ->)
Psychic -> Fighting/Grass -> Ghost/Water (<- 1x | 2x ->)
Psychic -> Electric/Fighting -> Bug/Flying (<- 1x | 2x ->)
Psychic -> Electric/Fighting -> Ghost/Flying (<- 1x | 2x ->)
Psychic -> Electric/Fighting -> Bug/Water (<- 1x | 2x ->)
Psychic -> Electric/Fighting -> Ghost/Water (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Bug/Ground (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Ghost/Ground (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Bug/Grass (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Bug/Dragon (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Ghost/Grass (<- 1x | 2x ->)
Psychic -> Ice/Fighting -> Ghost/Dragon (<- 1x | 2x ->)
Psychic -> Fighting/Fairy -> Ghost/Dragon (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Bug/Flying (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Bug/Ghost (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Bug/Fire (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Bug/Water (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Bug/Dragon (<- 1x | 2x ->)
Psychic -> Poison/Flying -> Ghost/Grass (<- 1x | 2x ->)
Psychic -> Poison/Fire -> Bug/Flying (<- 1x | 2x ->)
Psychic -> Poison/Ice -> Bug/Flying (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Ghost/Flying (<- 1x | 2x ->)
Psychic -> Electric/Poison -> Ghost/Flying (<- 1x | 2x ->)
Psychic -> Poison/Ice -> Ghost/Flying (<- 1x | 2x ->)
Psychic -> Poison/Ground -> Ghost/Rock (<- 1x | 2x ->)
Psychic -> Poison/Ground -> Bug/Grass (<- 1x | 2x ->)
Psychic -> Poison/Ground -> Ghost/Fire (<- 1x | 2x ->)
Psychic -> Poison/Ground -> Ghost/Electric (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Bug/Rock (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Bug/Ghost (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Bug/Grass (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Bug/Electric (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Bug/Dragon (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Ghost/Fire (<- 1x | 2x ->)
Psychic -> Poison/Rock -> Ghost/Ice (<- 1x | 2x ->)
Psychic -> Ghost/Poison -> Ghost/Poison (<- 2x | 2x ->)
Psychic -> Poison/Fire -> Bug/Ghost (<- 1x | 2x ->)
Psychic -> Poison/Fire -> Bug/Electric (<- 1x | 2x ->)
Psychic -> Poison/Fire -> Ghost/Grass (<- 1x | 2x ->)
Psychic -> Poison/Fire -> Ghost/Ice (<- 1x | 2x ->)
Psychic -> Poison/Water -> Bug/Rock (<- 1x | 2x ->)
Psychic -> Poison/Water -> Ghost/Rock (<- 1x | 2x ->)
Psychic -> Poison/Water -> Bug/Grass (<- 1x | 2x ->)
Psychic -> Poison/Water -> Ghost/Fire (<- 1x | 2x ->)
Psychic -> Poison/Grass -> Ghost/Ground (<- 1x | 2x ->)
Psychic -> Poison/Grass -> Ghost/Rock (<- 1x | 2x ->)
Psychic -> Poison/Grass -> Bug/Grass (<- 1x | 2x ->)
Psychic -> Poison/Grass -> Bug/Fairy (<- 1x | 2x ->)
Psychic -> Poison/Grass -> Ghost/Water (<- 1x | 2x ->)
Psychic -> Electric/Poison -> Bug/Water (<- 1x | 2x ->)
Psychic -> Electric/Poison -> Ghost/Water (<- 1x | 2x ->)
Psychic -> Poison/Ice -> Bug/Dragon (<- 1x | 2x ->)
Psychic -> Poison/Ice -> Ghost/Grass (<- 1x | 2x ->)
Psychic -> Poison/Ice -> Ghost/Dragon (<- 1x | 2x ->)
Psychic -> Poison/Dragon -> Bug/Fairy (<- 1x | 2x ->)
Psychic -> Poison/Fairy -> Ghost/Dragon (<- 1x | 2x ->)
Ice -> Flying/Normal -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Poison/Flying -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Bug/Flying -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Electric/Flying -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Flying/Psychic -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Dark/Flying -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Flying/Fairy -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Dragon/Psychic -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Dragon/Fairy -> Fighting/Normal (<- 1x | 2x ->)
Ice -> Flying/Normal -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Flying/Normal -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Flying/Normal -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Flying/Normal -> Dark/Fighting (<- 1x | 2x ->)
Ice -> Flying/Normal -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Flying/Normal -> Fire/Grass (<- 1x | 2x ->)
Ice -> Ground/Normal -> Rock/Normal (<- 1x | 2x ->)
Ice -> Ground/Normal -> Steel/Ground (<- 1x | 2x ->)
Ice -> Ground/Normal -> Fire/Ground (<- 1x | 2x ->)
Ice -> Ground/Normal -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Ground/Normal -> Dark/Rock (<- 1x | 2x ->)
Ice -> Ground/Normal -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Ground/Normal -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Ground/Normal -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Normal/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Poison/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Poison/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Bug/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Electric/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Dark/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Rock/Normal (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Electric/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Dark/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Rock/Normal (<- 1x | 2x ->)
Ice -> Normal/Grass -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Normal/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Normal/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Normal/Grass -> Dark/Rock (<- 1x | 2x ->)
Ice -> Normal/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Flying/Fighting -> Flying/Fighting (<- 2x | 2x ->)
Ice -> Bug/Flying -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Electric/Flying -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Dark/Flying -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Electric/Ground -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Poison/Fighting (<- 1x | 2x ->)
Ice -> Fighting/Ground -> Rock/Grass (<- 2x | 2x ->)
Ice -> Poison/Grass -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Bug/Ground -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Electric/Ground -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Electric/Grass -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Dragon/Psychic -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Dragon/Fairy -> Rock/Fighting (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Bug/Fighting (<- 1x | 2x ->)
Ice -> Poison/Flying -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Bug/Flying -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Electric/Flying -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Dark/Flying -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Flying/Fairy -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Dragon/Fairy -> Ghost/Fighting (<- 1x | 2x ->)
Ice -> Electric/Ground -> Electric/Fighting (<- 1x | 2x ->)
Ice -> Bug/Flying -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Flying -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Electric/Flying -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Dark/Flying -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Flying/Fairy -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Dragon -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Dragon/Fairy -> Fighting/Psychic (<- 1x | 2x ->)
Ice -> Dragon/Fighting -> Dragon/Fighting (<- 2x | 2x ->)
Ice -> Dragon/Fighting -> Rock/Dragon (<- 2x | 2x ->)
Ice -> Poison/Flying -> Dark/Fighting (<- 1x | 2x ->)
Ice -> Bug/Flying -> Dark/Fighting (<- 1x | 2x ->)
Ice -> Electric/Flying -> Dark/Fighting (<- 1x | 2x ->)
Ice -> Dark/Flying -> Dark/Fighting (<- 1x | 2x ->)
Ice -> Bug/Flying -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Ghost/Flying -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Electric/Flying -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Flying/Psychic -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Flying/Fairy -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Poison/Dragon -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Fighting/Fairy (<- 1x | 2x ->)
Ice -> Poison/Flying -> Fire/Grass (<- 1x | 2x ->)
Ice -> Flying/Rock -> Flying/Rock (<- 2x | 2x ->)
Ice -> Ghost/Flying -> Fire/Grass (<- 1x | 2x ->)
Ice -> Electric/Grass -> Flying/Steel (<- 1x | 2x ->)
Ice -> Electric/Flying -> Flying/Fire (<- 1x | 2x ->)
Ice -> Electric/Ground -> Flying/Fire (<- 1x | 2x ->)
Ice -> Electric/Flying -> Fire/Grass (<- 1x | 2x ->)
Ice -> Flying/Psychic -> Fire/Grass (<- 1x | 2x ->)
Ice -> Dark/Flying -> Fire/Grass (<- 1x | 2x ->)
Ice -> Flying/Fairy -> Fire/Grass (<- 1x | 2x ->)
Ice -> Poison/Ground -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Poison/Ground -> Dark/Rock (<- 1x | 2x ->)
Ice -> Poison/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Poison/Ground -> Fire/Grass (<- 1x | 2x ->)
Ice -> Poison/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Dragon/Psychic -> Poison/Rock (<- 1x | 2x ->)
Ice -> Poison/Grass -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Poison/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Poison/Grass -> Dark/Rock (<- 1x | 2x ->)
Ice -> Poison/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Rock/Ground -> Rock/Ground (<- 2x | 2x ->)
Ice -> Bug/Ground -> Steel/Ground (<- 1x | 2x ->)
Ice -> Bug/Ground -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Bug/Ground -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Bug/Ground -> Dark/Rock (<- 1x | 2x ->)
Ice -> Bug/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Bug/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Steel/Ground (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Fire/Ground (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Ghost/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Steel/Ground (<- 1x | 2x ->)
Ice -> Dark/Ground -> Steel/Ground (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Fire/Ground (<- 1x | 2x ->)
Ice -> Dark/Ground -> Fire/Ground (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Fire/Ground (<- 1x | 2x ->)
Ice -> Electric/Ground -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Electric/Ground -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Electric/Ground -> Dark/Rock (<- 1x | 2x ->)
Ice -> Electric/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Electric/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Electric/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Psychic/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Dark/Ground -> Dragon/Steel (<- 1x | 2x ->)
Ice -> Dark/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Fairy/Ground -> Dragon/Fire (<- 1x | 2x ->)
Ice -> Electric/Grass -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Dark/Grass -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Dark/Dragon -> Ghost/Rock (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Electric/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Dark/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Electric/Rock (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Ghost/Dragon -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Electric/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Dark/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Dark/Dragon -> Rock/Psychic (<- 1x | 2x ->)
Ice -> Rock/Dragon -> Rock/Dragon (<- 2x | 2x ->)
Ice -> Electric/Grass -> Dark/Rock (<- 1x | 2x ->)
Ice -> Dark/Grass -> Dark/Rock (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Dark/Rock (<- 1x | 2x ->)
Ice -> Dragon/Fairy -> Dark/Rock (<- 1x | 2x ->)
Ice -> Ghost/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Electric/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Psychic/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ice -> Fairy/Grass -> Rock/Fairy (<- 1x | 2x ->)
Dragon -> Dragon -> Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Normal (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Fighting (<- 2x | 2x ->)
Dragon -> Dragon -> Flying/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Poison/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Dragon -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Normal (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Fighting (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Flying/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Poison/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Normal -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Fighting (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Flying/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Poison/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Fighting -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Flying/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Poison/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Flying/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Poison/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Poison/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dragon/Ground (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Ground -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Rock/Dragon (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Rock/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Bug/Dragon (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Bug/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Ghost/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dragon/Fire (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Fire -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Dragon/Water (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Water -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Grass -> Dragon/Grass (<- 2x | 2x ->)
Dragon -> Dragon/Grass -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Grass -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Grass -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Electric/Dragon -> Electric/Dragon (<- 2x | 2x ->)
Dragon -> Electric/Dragon -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Electric/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Electric/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Psychic -> Dragon/Psychic (<- 2x | 2x ->)
Dragon -> Dragon/Psychic -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Psychic -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dragon/Ice -> Dragon/Ice (<- 2x | 2x ->)
Dragon -> Dragon/Ice -> Dark/Dragon (<- 2x | 2x ->)
Dragon -> Dark/Dragon -> Dark/Dragon (<- 2x | 2x ->)
Dark -> Flying/Psychic -> Bug/Normal (<- 1x | 2x ->)
Dark -> Fire/Psychic -> Bug/Normal (<- 1x | 2x ->)
Dark -> Ghost/Normal -> Fighting/Psychic (<- 1x | 2x ->)
Dark -> Ghost/Normal -> Ghost/Fairy (<- 1x | 2x ->)
Dark -> Ghost/Normal -> Fairy/Psychic (<- 1x | 2x ->)
Dark -> Psychic/Normal -> Ghost/Fighting (<- 1x | 2x ->)
Dark -> Ghost/Flying -> Fighting/Psychic (<- 1x | 2x ->)
Dark -> Ghost/Ground -> Fighting/Psychic (<- 1x | 2x ->)
Dark -> Ghost/Rock -> Fighting/Psychic (<- 1x | 2x ->)
